0,108,4
0,115,4
0,5,3
0,6,4
0,46,3
1,58,4
1,71,5
1,106,3
1,107,2
1,6,4
1,12,5
1,26,2
1,28,5
2,64,4
2,109,3
2,0,3
2,19,5
3,77,4
3,96,4
3,99,4
3,105,1
3,115,3
3,5,4
3,6,4
4,106,4
4,108,3
4,20,5
4,25,4
5,117,3
5,9,4
5,11,4
5,13,5
5,34,3
6,28,5
7,82,1
7,99,4
7,105,3
7,6,3
7,9,2
7,12,3
7,27,1
7,29,5
7,42,1
7,46,4
8,53,4
8,100,2
9,0,5
9,1,4
9,2,2
10,54,1
10,105,4
10,116,4
10,10,4
10,25,4
10,46,3
11,105,4
11,10,4
11,20,5
11,21,5
12,52,1
12,54,2
12,59,1
12,91,1
12,93,1
12,105,5
12,117,1
12,4,1
12,6,2
12,9,2
12,11,2
12,21,3
12,28,4
12,34,3
12,38,1
12,46,1
13,54,2
13,59,4
13,78,4
13,80,4
13,81,5
13,82,3
13,83,4
13,87,4
13,88,3
13,92,2
13,93,1
13,96,4
13,98,3
13,99,3
13,100,3
13,102,2
13,111,2
13,116,4
13,117,4
13,9,4
13,11,4
13,14,3
13,15,4
13,17,2
13,19,5
13,21,3
13,34,2
13,38,1
13,40,3
13,42,2
14,60,1
14,28,5
15,2,3
16,23,4
17,67,4
17,81,3
17,100,4
17,112,4
17,28,3
18,58,4
18,64,4
18,76,2
18,78,4
18,81,4
18,108,4
18,110,3
18,111,3
18,115,2
18,118,3
18,0,4
18,1,3
18,3,3
18,6,4
18,12,4
18,13,4
18,18,4
18,22,3
18,23,3
18,28,4
20,65,3
20,70,4
20,13,4
20,19,5
20,20,4
20,28,4
22,81,1
22,115,2
22,0,2
22,1,2
23,93,3
24,110,3
24,0,5
24,1,4
24,2,4
24,6,4
24,12,3
24,23,3
24,24,2
24,28,5
25,78,5
25,80,5
25,88,2
25,96,4
25,102,3
25,17,3
25,20,5
26,52,2
26,53,1
26,54,1
26,78,3
26,80,3
26,81,3
26,82,1
26,84,4
26,87,2
26,100,3
26,108,5
26,109,4
26,110,5
26,0,3
26,1,1
26,2,2
26,11,3
26,12,3
26,42,1
28,53,2
28,80,4
28,81,4
28,105,4
28,11,4
29,52,3
29,53,2
29,58,4
29,67,5
29,71,4
29,76,3
29,78,5
29,80,5
29,81,4
29,82,4
29,83,4
29,84,4
29,85,4
29,87,4
29,91,3
29,93,3
29,94,3
29,100,5
29,105,4
29,106,4
29,108,4
29,109,4
29,111,3
29,115,4
29,116,4
29,117,4
29,0,4
29,2,3
29,6,3
29,11,3
29,12,3
29,15,4
29,17,4
29,18,5
29,20,5
29,21,4
29,22,4
29,23,3
29,25,4
29,28,4
29,33,4
29,42,3
29,46,4
29,48,4
31,54,3
31,59,3
31,60,4
31,64,5
31,72,4
31,77,4
31,81,4
31,83,5
31,88,5
31,96,4
31,100,4
31,106,4
31,108,4
31,110,4
31,112,5
31,0,4
31,1,4
31,2,3
31,4,5
31,6,4
31,11,4
31,21,4
31,25,5
31,26,3
31,28,4
32,50,5
32,51,4
32,53,4
32,58,5
32,59,5
32,64,4
32,72,3
32,78,5
32,80,5
32,81,5
32,85,5
32,87,5
32,88,4
32,89,4
32,91,5
32,92,5
32,95,5
32,96,5
32,97,4
32,100,5
32,105,3
32,107,3
32,109,5
32,111,4
32,114,5
32,119,4
32,0,5
32,1,4
32,2,3
32,3,5
32,4,4
32,5,5
32,6,5
32,11,5
32,12,5
32,16,5
32,18,5
32,19,5
32,27,3
32,36,4
32,48,5
33,59,3
33,81,5
33,85,4
33,115,3
33,1,5
33,2,4
33,12,3
33,18,2
33,23,3
33,28,3
34,20,5
35,112,1
35,0,5
36,67,5
36,85,4
36,0,5
38,87,4
38,0,4
39,18,5
41,54,2
41,23,4
44,54,3
44,76,3
44,78,5
44,81,5
44,87,3
44,99,5
44,100,3
44,111,1
44,118,4
44,0,4
44,1,4
44,2,4
44,12,2
44,18,5
44,46,5
45,105,2
45,9,3
45,10,4
45,11,5
45,21,5
45,28,5
46,107,3
46,26,3
46,28,4
47,0,2
48,28,4
49,65,4
49,67,4
49,80,4
49,100,4
49,20,4
50,53,1
50,117,4
50,6,3
50,21,5
51,58,4
51,60,2
51,80,4
51,85,4
51,87,4
51,0,4
51,6,3
51,11,4
51,12,4
51,18,4
52,53,1
52,54,1
52,78,1
52,80,4
52,105,4
52,117,5
52,9,5
52,10,5
52,21,4
52,46,3
53,64,5
53,72,1
53,76,4
53,11,2
53,20,2
53,28,3
54,54,1
54,58,3
54,76,5
54,80,3
54,81,3
54,83,3
54,85,3
54,106,3
54,6,3
54,10,5
54,19,5
54,28,4
55,52,4
55,81,4
55,88,3
55,97,4
55,115,4
55,0,4
55,1,4
55,2,3
55,3,4
55,26,3
56,54,4
56,81,4
56,94,3
56,100,4
56,105,3
56,115,5
56,0,4
56,1,4
56,2,4
56,5,4
56,23,3
56,28,4
57,0,3
57,28,4
58,64,3
58,81,2
58,83,3
58,115,3
58,5,5
58,11,4
59,19,5
61,67,5
61,115,5
62,23,4
63,72,1
65,54,2
65,78,5
65,80,4
65,81,4
65,87,4
65,5,5
65,6,4
65,28,4
67,54,3
67,58,4
67,59,3
67,62,4
67,64,5
67,65,2
67,67,4
67,71,5
67,76,5
67,100,4
67,105,3
67,114,5
67,117,5
67,118,3
67,3,4
67,5,4
67,7,3
67,11,2
67,18,5
67,20,4
67,21,4
67,22,5
67,26,3
67,28,5
69,58,3
69,93,1
69,94,1
69,106,3
69,12,1
69,28,5
69,46,2
70,64,3
71,28,3
72,54,1
72,64,4
72,65,3
72,67,4
72,80,1
72,87,3
72,108,3
72,11,4
72,19,4
74,6,5
74,28,5
75,52,1
75,64,5
75,65,4
75,66,3
75,67,4
75,76,2
75,78,4
75,81,5
75,100,4
75,0,3
75,3,4
75,5,4
75,18,3
75,20,3
75,25,3
75,28,4
76,58,4
76,6,3
76,28,5
77,96,3
77,102,1
77,12,4
77,46,4
78,19,5
79,12,1
79,28,4
80,58,5
80,64,5
80,67,4
80,73,2
80,76,5
80,78,5
80,80,5
80,100,4
80,108,3
80,109,5
80,111,5
80,0,5
80,1,3
80,2,3
80,3,3
80,5,3
80,11,2
80,12,2
80,14,4
80,15,4
80,25,4
80,28,4
81,58,3
81,67,5
81,76,4
81,78,4
81,80,5
81,81,4
81,83,3
81,88,2
81,93,4
81,94,3
81,96,4
81,97,4
81,100,4
81,105,4
81,110,3
81,115,5
81,116,5
81,0,5
81,1,4
81,3,4
81,5,3
81,9,4
81,11,4
81,18,5
81,21,5
81,24,3
81,28,5
82,64,5
82,95,3
82,109,5
82,112,2
82,0,4
82,1,3
82,3,3
82,4,2
82,11,2
82,28,5
83,85,5
83,15,4
85,115,5
85,23,5
85,28,5
86,58,5
86,71,5
87,54,4
87,81,3
87,96,4
87,109,5
87,0,4
87,9,4
87,18,4
87,20,5
87,21,4
87,25,5
87,34,3
87,36,3
88,28,4
89,105,5
89,11,4
89,28,5
91,54,2
91,76,4
92,9,5
93,65,3
93,67,3
93,76,3
93,6,3
93,7,1
93,20,4
94,13,3
95,81,5
95,100,5
95,23,5
95,28,5
96,53,4
96,78,5
96,81,4
96,87,5
96,88,4
96,96,5
96,102,3
96,105,4
96,12,5
96,17,4
96,21,4
96,34,4
97,20,5
99,82,2
99,94,2
99,9,3
99,11,3
99,12,3
99,21,2
99,28,4
100,28,3
101,54,3
101,58,4
101,80,4
101,83,5
101,105,5
101,115,4
101,116,5
101,0,4
101,5,4
101,6,4
101,12,3
101,21,5
101,46,3
102,21,5
105,53,3
105,54,3
105,94,4
105,116,4
105,11,4
105,21,4
105,28,5
105,34,3
105,46,3
106,28,2
107,85,4
107,11,4
107,12,3
108,58,4
108,65,4
108,67,5
108,70,4
108,94,3
108,112,4
108,115,5
108,0,4
108,1,3
108,2,3
108,6,3
108,19,5
108,20,5
108,23,3
108,28,5
110,54,2
110,64,4
110,67,4
110,75,4
110,76,3
110,94,1
110,100,2
110,105,4
110,19,5
110,20,4
110,21,3
110,28,5
111,52,2
111,60,4
111,2,5
111,12,3
111,27,3
112,54,2
112,64,4
112,77,4
112,81,3
112,93,4
112,100,3
112,105,3
112,108,3
112,116,4
112,5,4
112,12,3
112,14,2
112,15,3
112,25,2
112,28,3
112,41,4
112,46,3
114,54,1
114,100,1
114,108,5
114,109,4
114,3,2
114,11,4
115,12,4
116,58,4
